,dropoff_site,load_time,load_type,load_weight,dropoff_site_new,load_type_new
79628,TDS LANDFILL,2017-01-03 13:28:00,GARBAGE COLLECTIONS,22520,1,1
277719,HORNSBY BEND,2017-01-03 13:31:00,YARD TRIMMING,17300,3,3
87401,HORNSBY BEND,2017-01-03 13:33:00,YARD TRIMMING,15920,3,3
123014,HORNSBY BEND,2017-01-03 13:35:00,YARD TRIMMING,7480,3,3
554606,TDS LANDFILL,2017-01-03 13:40:00,GARBAGE COLLECTIONS,23480,1,1
503441,TDS - MRF,2017-01-03 13:40:00,RECYCLING - SINGLE STREAM,14020,4,2
94254,ONION CREEK,2017-01-03 13:40:00,SWEEPING,0,5,4
497932,TDS LANDFILL,2017-01-03 13:41:00,GARBAGE COLLECTIONS,18960,1,1
545487,TDS - MRF,2017-01-03 13:42:00,RECYCLING - SINGLE STREAM,13160,4,2
286785,TDS - MRF,2017-01-03 13:42:00,RECYCLING - SINGLE STREAM,21320,4,2
536642,HORNSBY BEND,2017-01-03 13:42:00,YARD TRIMMING,16400,3,3
115033,TDS - MRF,2017-01-03 13:44:00,RECYCLING - SINGLE STREAM,14620,4,2
494349,TDS - MRF,2017-01-03 13:49:00,RECYCLING - SINGLE STREAM,8200,4,2
257396,TDS LANDFILL,2017-01-03 13:51:00,GARBAGE COLLECTIONS,25300,1,1
245042,TDS - MRF,2017-01-03 13:53:00,RECYCLING - SINGLE STREAM,6100,4,2
84436,TDS LANDFILL,2017-01-03 13:54:00,GARBAGE COLLECTIONS,21300,1,1
139662,TDS LANDFILL,2017-01-03 13:56:00,GARBAGE COLLECTIONS,19920,1,1
60058,HORNSBY BEND,2017-01-03 13:57:00,BRUSH,7560,3,6
5623,HORNSBY BEND,2017-01-03 14:00:00,YARD TRIMMING,7260,3,3
326668,ONION CREEK,2017-01-03 14:00:00,SWEEPING,0,5,4
242872,TDS LANDFILL,2017-01-03 14:00:00,GARBAGE COLLECTIONS,23920,1,1
396463,TDS LANDFILL,2017-01-03 14:02:00,GARBAGE COLLECTIONS,16220,1,1
180134,TDS LANDFILL,2017-01-03 14:03:00,GARBAGE COLLECTIONS,23400,1,1
368447,TDS LANDFILL,2017-01-03 14:04:00,GARBAGE COLLECTIONS,4760,1,1
157402,TDS LANDFILL,2017-01-03 14:04:00,GARBAGE COLLECTIONS,25540,1,1
544378,HORNSBY BEND,2017-01-03 14:05:00,YARD TRIMMING,11480,3,3
502005,TDS - MRF,2017-01-03 14:09:00,RECYCLING - SINGLE STREAM,6800,4,2
43906,TDS - MRF,2017-01-03 14:24:00,RECYCLING - SINGLE STREAM,4760,4,2
203336,TDS - MRF,2017-01-03 14:25:00,RECYCLING - SINGLE STREAM,4500,4,2
39563,HORNSBY BEND,2017-01-03 14:37:00,YARD TRIMMING,15340,3,3
403557,TDS - MRF,2017-01-03 14:39:00,RECYCLING - SINGLE STREAM,12020,4,2
553161,TDS - MRF,2017-01-03 14:40:00,RECYCLING - SINGLE STREAM,3360,4,2
34256,TDS - MRF,2017-01-03 14:42:00,RECYCLING - SINGLE STREAM,7940,4,2
165365,TDS - MRF,2017-01-03 14:42:00,RECYCLING - SINGLE STREAM,6720,4,2
486901,TDS - MRF,2017-01-03 14:42:00,RECYCLING - SINGLE STREAM,6160,4,2
446649,TDS - MRF,2017-01-03 14:46:00,RECYCLING - SINGLE STREAM,6440,4,2
96551,TDS - MRF,2017-01-03 14:47:00,RECYCLING - SINGLE STREAM,5940,4,2
276999,TDS LANDFILL,2017-01-03 14:49:00,GARBAGE COLLECTIONS,17860,1,1
223476,TDS LANDFILL,2017-01-03 14:51:00,GARBAGE COLLECTIONS,24000,1,1
434195,TDS - MRF,2017-01-03 14:57:00,RECYCLING - SINGLE STREAM,9840,4,2
261131,HORNSBY BEND,2017-01-03 15:03:00,YARD TRIMMING,17660,3,3
406779,HORNSBY BEND,2017-01-03 15:12:00,BRUSH,12040,3,6
409961,TDS - MRF,2017-01-03 15:15:00,RECYCLING - SINGLE STREAM,4440,4,2
208623,ORGANICS BY GOSH,2017-01-03 15:58:00,YARD TRIMMING,20140,8,3
76554,ORGANICS BY GOSH,2017-01-03 16:00:00,YARD TRIMMING,18800,8,3
34315,ORGANICS BY GOSH,2017-01-03 16:00:00,YARD TRIMMING,8780,8,3
149849,HORNSBY BEND,2017-01-03 16:12:00,YARD TRIMMING,15280,3,3
319750,HORNSBY BEND,2017-01-03 16:17:00,YARD TRIMMING,15260,3,3
57183,HORNSBY BEND,2017-01-03 16:49:00,YARD TRIMMING,9740,3,3
63987,HORNSBY BEND,2017-01-03 16:51:00,YARD TRIMMING,18720,3,3
247775,HORNSBY BEND,2017-01-03 17:07:00,YARD TRIMMING,4180,3,3
505433,HORNSBY BEND,2017-01-03 17:07:00,YARD TRIMMING,14600,3,3
396391,HORNSBY BEND,2017-01-03 17:11:00,YARD TRIMMING,17400,3,3
66193,HORNSBY BEND,2017-01-03 17:24:00,YARD TRIMMING,16200,3,3
221762,HORNSBY BEND,2017-01-03 17:29:00,YARD TRIMMING,3640,3,3
248033,HORNSBY BEND,2017-01-03 17:34:00,YARD TRIMMING,16540,3,3
198402,HORNSBY BEND,2017-01-03 17:41:00,YARD TRIMMING,7480,3,3
241683,TDS LANDFILL,2017-01-04 00:00:00,BULK,5160,1,5
438208,BALCONES RECYCLING,2017-01-04 00:00:00,RECYCLING - SINGLE STREAM,18450,2,2
183774,BALCONES RECYCLING,2017-01-04 00:00:00,RECYCLING - SINGLE STREAM,10400,2,2
378048,TDS LANDFILL,2017-01-04 00:00:00,BULK,3180,1,5
404213,TDS LANDFILL,2017-01-04 00:00:00,BULK,13660,1,5
515212,TDS LANDFILL,2017-01-04 00:00:00,BULK,4440,1,5
463955,BALCONES RECYCLING,2017-01-04 00:00:00,RECYCLING - SINGLE STREAM,10100,2,2
491376,TDS LANDFILL,2017-01-04 00:00:00,BULK,9800,1,5
69803,TDS LANDFILL,2017-01-04 00:00:00,BULK,2240,1,5
204178,TDS LANDFILL,2017-01-04 00:00:00,DEAD ANIMAL,40,1,7
95461,TDS LANDFILL,2017-01-04 00:00:00,BULK,11760,1,5
532303,BALCONES RECYCLING,2017-01-04 00:00:00,RECYCLING - SINGLE STREAM,10640,2,2
481916,TDS LANDFILL,2017-01-04 00:00:00,BULK,9300,1,5
235904,TDS LANDFILL,2017-01-04 00:00:00,BULK,7940,1,5
85542,TDS LANDFILL,2017-01-04 00:00:00,BULK,10080,1,5
295098,TDS LANDFILL,2017-01-04 00:00:00,BULK,14160,1,5
251844,HORNSBY BEND,2017-01-04 00:00:00,YARD TRIMMING,6940,3,3
160508,TDS LANDFILL,2017-01-04 00:00:00,GARBAGE COLLECTIONS,15500,1,1
406370,TDS LANDFILL,2017-01-04 00:00:00,DEAD ANIMAL,160,1,7
52987,BALCONES RECYCLING,2017-01-04 00:00:00,RECYCLING - SINGLE STREAM,3520,2,2
324953,BRAKER SITE,2017-01-04 00:00:00,YARD TRIMMING,15500,6,3
438972,BALCONES RECYCLING,2017-01-04 00:00:00,RECYCLING - SINGLE STREAM,16860,2,2
140014,BALCONES RECYCLING,2017-01-04 00:00:00,RECYCLING - SINGLE STREAM,11860,2,2
381177,TDS LANDFILL,2017-01-04 00:00:00,BULK,10860,1,5
49434,TDS LANDFILL,2017-01-04 00:00:00,BULK,4940,1,5
293985,TDS LANDFILL,2017-01-04 00:00:00,BULK,5800,1,5
426700,MRF,2017-01-04 00:00:00,TIRES,2160,9,7
530900,TDS LANDFILL,2017-01-04 01:04:00,GARBAGE COLLECTIONS,20960,1,1
247031,TDS LANDFILL,2017-01-04 01:22:00,GARBAGE COLLECTIONS,22860,1,1
526181,TDS LANDFILL,2017-01-04 01:49:00,GARBAGE COLLECTIONS,26260,1,1
222480,TDS LANDFILL,2017-01-04 01:54:00,GARBAGE COLLECTIONS,21060,1,1
212744,TDS LANDFILL,2017-01-04 02:59:00,GARBAGE COLLECTIONS,24700,1,1
237080,TDS LANDFILL,2017-01-04 04:07:00,GARBAGE COLLECTIONS,17100,1,1
24545,TDS LANDFILL,2017-01-04 04:24:00,GARBAGE COLLECTIONS,5360,1,1
91194,ONION CREEK,2017-01-04 05:40:00,SWEEPING,0,5,4
20769,TDS - MRF,2017-01-04 07:46:00,RECYCLING - SINGLE STREAM,560,4,2
118080,ON ROUTE HIGH DUMP,2017-01-04 07:55:00,SWEEPING,0,7,4
460915,TDS LANDFILL,2017-01-04 08:01:00,MIXED LITTER,1000,1,7
187705,TDS LANDFILL,2017-01-04 08:02:00,SWEEPING,11980,1,4
305340,HORNSBY BEND,2017-01-04 08:34:00,YARD TRIMMING,13220,3,3
549378,BRAKER SITE,2017-01-04 08:35:00,BRUSH,10000,6,6
561610,TDS - MRF,2017-01-04 08:54:00,RECYCLING - SINGLE STREAM,14180,4,2
457831,ON ROUTE HIGH DUMP,2017-01-04 08:55:00,SWEEPING,0,7,4
98351,BALCONES RECYCLING,2017-01-04 09:00:00,RECYCLING - SINGLE STREAM,11060,2,2
306531,BALCONES RECYCLING,2017-01-04 09:00:00,RECYCLING - SINGLE STREAM,11280,2,2
66123,ELMONT,2017-01-04 09:03:00,SWEEPING,0,9,4
445769,ELMONT,2017-01-04 09:15:00,SWEEPING,0,9,4
156156,ON ROUTE HIGH DUMP,2017-01-04 09:18:00,SWEEPING,0,7,4
557619,HORNSBY BEND,2017-01-04 09:25:00,YARD TRIMMING,13020,3,3
285006,TDS LANDFILL,2017-01-04 09:28:00,GARBAGE COLLECTIONS,15740,1,1
519875,TDS LANDFILL,2017-01-04 09:59:00,SWEEPING,3580,1,4
197798,BALCONES RECYCLING,2017-01-04 10:00:00,RECYCLING - SINGLE STREAM,11513,2,2
15708,BALCONES RECYCLING,2017-01-04 10:00:00,RECYCLING - SINGLE STREAM,11040,2,2
206046,TDS LANDFILL,2017-01-04 10:00:00,GARBAGE COLLECTIONS,9080,1,1
206688,TDS LANDFILL,2017-01-04 10:03:00,GARBAGE COLLECTIONS,22440,1,1
318862,HORNSBY BEND,2017-01-04 10:07:00,YARD TRIMMING,16800,3,3
395215,HORNSBY BEND,2017-01-04 10:12:00,YARD TRIMMING,16460,3,3
297731,HORNSBY BEND,2017-01-04 10:15:00,YARD TRIMMING,15500,3,3
205955,TDS LANDFILL,2017-01-04 10:16:00,SWEEPING,4160,1,4
158918,ORGANICS BY GOSH,2017-01-04 10:20:00,YARD TRIMMING,14220,8,3
552518,ELMONT,2017-01-04 10:20:00,SWEEPING,0,9,4
249494,BALCONES RECYCLING,2017-01-04 10:28:00,RECYCLING - SINGLE STREAM,12398,2,2
539323,ELMONT,2017-01-04 10:30:00,SWEEPING,0,9,4
264679,BRAKER SITE,2017-01-04 10:30:00,YARD TRIMMING,15500,6,3
559299,ON ROUTE HIGH DUMP,2017-01-04 10:30:00,SWEEPING,0,7,4
363256,BALCONES RECYCLING,2017-01-04 10:34:00,RECYCLING - SINGLE STREAM,10860,2,2
243466,BRAKER SITE,2017-01-04 10:35:00,YARD TRIMMING,16500,6,3
328852,BALCONES RECYCLING,2017-01-04 10:35:00,RECYCLING - SINGLE STREAM,11680,2,2
354360,BALCONES RECYCLING,2017-01-04 10:41:00,RECYCLING - SINGLE STREAM,13420,2,2
537816,BALCONES RECYCLING,2017-01-04 10:45:00,RECYCLING - SINGLE STREAM,11500,2,2
188258,ORGANICS BY GOSH,2017-01-04 10:50:00,YARD TRIMMING,16360,8,3
377850,TDS LANDFILL,2017-01-04 10:54:00,GARBAGE COLLECTIONS,14700,1,1
285312,HORNSBY BEND,2017-01-04 10:56:00,YARD TRIMMING,18620,3,3
105784,BALCONES RECYCLING,2017-01-04 10:59:00,RECYCLING - SINGLE STREAM,10620,2,2
296591,BALCONES RECYCLING,2017-01-04 11:00:00,RECYCLING - SINGLE STREAM,11220,2,2
162403,BALCONES RECYCLING,2017-01-04 11:00:00,RECYCLING - SINGLE STREAM,10160,2,2
423810,BALCONES RECYCLING,2017-01-04 11:01:00,RECYCLING - SINGLE STREAM,12340,2,2
355283,TDS LANDFILL,2017-01-04 11:05:00,GARBAGE COLLECTIONS,15760,1,1
380060,TDS LANDFILL,2017-01-04 11:11:00,GARBAGE COLLECTIONS,14920,1,1
285837,BALCONES RECYCLING,2017-01-04 11:12:00,RECYCLING - SINGLE STREAM,12400,2,2
43416,TDS LANDFILL,2017-01-04 11:12:00,GARBAGE COLLECTIONS,10700,1,1
249313,BRAKER SITE,2017-01-04 11:15:00,BRUSH,10000,6,6
359458,TDS LANDFILL,2017-01-04 11:17:00,GARBAGE COLLECTIONS,17420,1,1
201999,BALCONES RECYCLING,2017-01-04 11:22:00,RECYCLING - SINGLE STREAM,9640,2,2
438140,TDS LANDFILL,2017-01-04 11:23:00,GARBAGE COLLECTIONS,14100,1,1
473529,ONION CREEK,2017-01-04 11:25:00,SWEEPING,0,5,4
219789,ORGANICS BY GOSH,2017-01-04 11:27:00,YARD TRIMMING,16980,8,3
91079,TDS LANDFILL,2017-01-04 11:27:00,GARBAGE COLLECTIONS,2920,1,1
525363,TDS LANDFILL,2017-01-04 11:28:00,GARBAGE COLLECTIONS,4340,1,1
544800,TDS LANDFILL,2017-01-04 11:30:00,GARBAGE COLLECTIONS,18540,1,1
339512,TDS LANDFILL,2017-01-04 11:31:00,GARBAGE COLLECTIONS,20920,1,1
93189,TDS LANDFILL,2017-01-04 11:34:00,SWEEPING,4940,1,4
207777,TDS LANDFILL,2017-01-04 11:35:00,GARBAGE COLLECTIONS,12580,1,1
424701,TDS LANDFILL,2017-01-04 11:37:00,GARBAGE COLLECTIONS,16060,1,1
406739,TDS LANDFILL,2017-01-04 11:40:00,GARBAGE COLLECTIONS,20580,1,1
49614,TDS LANDFILL,2017-01-04 11:41:00,GARBAGE COLLECTIONS,6200,1,1
65434,ONION CREEK,2017-01-04 11:45:00,SWEEPING,0,5,4
301050,TDS LANDFILL,2017-01-04 11:49:00,MIXED LITTER,660,1,7
494144,ELMONT,2017-01-04 11:50:00,SWEEPING,0,9,4
100606,TDS LANDFILL,2017-01-04 11:55:00,GARBAGE COLLECTIONS,12380,1,1
217073,TDS LANDFILL,2017-01-04 11:56:00,SWEEPING,5640,1,4
130084,BALCONES RECYCLING,2017-01-04 12:00:00,RECYCLING - SINGLE STREAM,10000,2,2
51162,TDS LANDFILL,2017-01-04 12:00:00,GARBAGE COLLECTIONS,18520,1,1
502823,BALCONES RECYCLING,2017-01-04 12:01:00,RECYCLING - SINGLE STREAM,16940,2,2
419846,BALCONES RECYCLING,2017-01-04 12:07:00,RECYCLING - SINGLE STREAM,10320,2,2
309899,TDS LANDFILL,2017-01-04 12:07:00,GARBAGE COLLECTIONS,19940,1,1
364542,TDS LANDFILL,2017-01-04 12:08:00,GARBAGE COLLECTIONS,19100,1,1
258309,ONION CREEK,2017-01-04 12:08:00,SWEEPING,0,5,4
324482,TDS LANDFILL,2017-01-04 12:15:00,GARBAGE COLLECTIONS,22020,1,1
22425,TDS LANDFILL,2017-01-04 12:16:00,GARBAGE COLLECTIONS,24320,1,1
549288,HORNSBY BEND,2017-01-04 12:22:00,YARD TRIMMING,3540,3,3
11827,TDS LANDFILL,2017-01-04 12:28:00,GARBAGE COLLECTIONS,8620,1,1
9732,HORNSBY BEND,2017-01-04 12:29:00,YARD TRIMMING,20680,3,3
152012,BRAKER SITE,2017-01-04 12:30:00,YARD TRIMMING,15500,6,3
94997,BALCONES RECYCLING,2017-01-04 12:35:00,RECYCLING - SINGLE STREAM,4300,2,2
15780,BRAKER SITE,2017-01-04 12:36:00,BRUSH,10500,6,6
536340,BRAKER SITE,2017-01-04 12:49:00,YARD TRIMMING,16500,6,3
329412,TDS LANDFILL,2017-01-04 12:49:00,GARBAGE COLLECTIONS,23960,1,1
453914,TDS LANDFILL,2017-01-04 12:57:00,GARBAGE COLLECTIONS,7020,1,1
298995,BRAKER SITE,2017-01-04 13:00:00,YARD TRIMMING,15500,6,3
152842,BALCONES RECYCLING,2017-01-04 13:00:00,RECYCLING - SINGLE STREAM,13600,2,2
290721,HORNSBY BEND,2017-01-04 13:01:00,YARD TRIMMING,13680,3,3
35410,TDS LANDFILL,2017-01-04 13:08:00,GARBAGE COLLECTIONS,24560,1,1
64666,BRAKER SITE,2017-01-04 13:11:00,BRUSH,10000,6,6
256246,BALCONES RECYCLING,2017-01-04 13:14:00,RECYCLING - SINGLE STREAM,3280,2,2
20807,ONION CREEK,2017-01-04 13:15:00,SWEEPING,0,5,4
302282,BRAKER SITE,2017-01-04 13:27:00,BRUSH,10000,6,6
517355,ONION CREEK,2017-01-04 13:30:00,SWEEPING,0,5,4
288149,TDS LANDFILL,2017-01-04 13:30:00,GARBAGE COLLECTIONS,21280,1,1
529448,TDS LANDFILL,2017-01-04 13:33:00,GARBAGE COLLECTIONS,24580,1,1
283195,BALCONES RECYCLING,2017-01-04 13:40:00,RECYCLING - SINGLE STREAM,11340,2,2
166540,ONION CREEK,2017-01-04 13:40:00,SWEEPING,0,5,4
535322,TDS LANDFILL,2017-01-04 13:40:00,GARBAGE COLLECTIONS,23880,1,1
89159,ONION CREEK,2017-01-04 13:50:00,SWEEPING,0,5,4
397562,TDS LANDFILL,2017-01-04 13:55:00,GARBAGE COLLECTIONS,25300,1,1
522483,BALCONES RECYCLING,2017-01-04 13:58:00,RECYCLING - SINGLE STREAM,2620,2,2
212627,BALCONES RECYCLING,2017-01-04 14:00:00,RECYCLING - SINGLE STREAM,9680,2,2
94076,BALCONES RECYCLING,2017-01-04 14:00:00,RECYCLING - SINGLE STREAM,8120,2,2
514599,HORNSBY BEND,2017-01-04 14:06:00,YARD TRIMMING,10880,3,3
378558,TDS LANDFILL,2017-01-04 14:09:00,GARBAGE COLLECTIONS,14980,1,1
388116,TDS LANDFILL,2017-01-04 14:11:00,GARBAGE COLLECTIONS,18140,1,1
151074,TDS LANDFILL,2017-01-04 14:15:00,GARBAGE COLLECTIONS,22360,1,1
390924,TDS LANDFILL,2017-01-04 14:18:00,GARBAGE COLLECTIONS,26200,1,1
209507,TDS LANDFILL,2017-01-04 14:19:00,GARBAGE COLLECTIONS,23180,1,1
522226,TDS LANDFILL,2017-01-04 14:20:00,GARBAGE COLLECTIONS,26980,1,1
217552,BRAKER SITE,2017-01-04 14:21:00,YARD TRIMMING,16500,6,3
464893,TDS LANDFILL,2017-01-04 14:23:00,GARBAGE COLLECTIONS,22300,1,1
450009,TDS LANDFILL,2017-01-04 14:28:00,GARBAGE COLLECTIONS,25460,1,1
65447,TDS LANDFILL,2017-01-04 14:29:00,GARBAGE COLLECTIONS,28360,1,1
366402,BALCONES RECYCLING,2017-01-04 14:30:00,RECYCLING - SINGLE STREAM,7900,2,2
27455,TDS LANDFILL,2017-01-04 14:31:00,GARBAGE COLLECTIONS,25540,1,1
280986,TDS LANDFILL,2017-01-04 14:32:00,GARBAGE COLLECTIONS,22340,1,1
136510,TDS LANDFILL,2017-01-04 14:35:00,GARBAGE COLLECTIONS,28120,1,1
145607,TDS LANDFILL,2017-01-04 14:36:00,GARBAGE COLLECTIONS,23860,1,1
101325,BRAKER SITE,2017-01-04 14:38:00,YARD TRIMMING,16500,6,3
547524,HORNSBY BEND,2017-01-04 14:38:00,YARD TRIMMING,12640,3,3
24692,TDS LANDFILL,2017-01-04 14:42:00,GARBAGE COLLECTIONS,22420,1,1
81512,TDS LANDFILL,2017-01-04 14:50:00,GARBAGE COLLECTIONS,24600,1,1
520783,BALCONES RECYCLING,2017-01-04 14:51:00,RECYCLING - SINGLE STREAM,3940,2,2
310303,BALCONES RECYCLING,2017-01-04 15:00:00,RECYCLING - SINGLE STREAM,9460,2,2
323819,BRAKER SITE,2017-01-04 15:00:00,BRUSH,10000,6,6
62317,BALCONES RECYCLING,2017-01-04 15:00:00,RECYCLING - SINGLE STREAM,4120,2,2
230443,BALCONES RECYCLING,2017-01-04 15:00:00,RECYCLING - SINGLE STREAM,11353,2,2
340764,BALCONES RECYCLING,2017-01-04 15:05:00,RECYCLING - SINGLE STREAM,11520,2,2
522695,TDS LANDFILL,2017-01-04 15:11:00,GARBAGE COLLECTIONS,24560,1,1
34914,HORNSBY BEND,2017-01-04 15:19:00,YARD TRIMMING,3520,3,3
426154,BALCONES RECYCLING,2017-01-04 15:22:00,RECYCLING - SINGLE STREAM,10040,2,2
511001,BRAKER SITE,2017-01-04 15:23:00,YARD TRIMMING,16500,6,3
381521,BALCONES RECYCLING,2017-01-04 15:25:00,RECYCLING - SINGLE STREAM,3480,2,2
203118,BALCONES RECYCLING,2017-01-04 15:26:00,RECYCLING - SINGLE STREAM,11700,2,2
522031,BRAKER SITE,2017-01-04 15:30:00,BRUSH,10000,6,6
340553,BALCONES RECYCLING,2017-01-04 15:37:00,RECYCLING - SINGLE STREAM,9780,2,2
254303,BRAKER SITE,2017-01-04 15:40:00,BRUSH,10500,6,6
480703,BALCONES RECYCLING,2017-01-04 15:50:00,RECYCLING - SINGLE STREAM,17557,2,2
241533,TDS LANDFILL,2017-01-04 15:58:00,GARBAGE COLLECTIONS,8940,1,1
285697,ORGANICS BY GOSH,2017-01-04 16:00:00,YARD TRIMMING,8200,8,3
132311,ORGANICS BY GOSH,2017-01-04 16:00:00,YARD TRIMMING,8880,8,3
245182,ORGANICS BY GOSH,2017-01-04 16:00:00,YARD TRIMMING,17420,8,3
61345,BRAKER SITE,2017-01-04 16:00:00,YARD TRIMMING,15500,6,3
344565,ORGANICS BY GOSH,2017-01-04 16:00:00,YARD TRIMMING,3660,8,3
541124,HORNSBY BEND,2017-01-04 16:02:00,YARD TRIMMING,8160,3,3
113175,BALCONES RECYCLING,2017-01-04 16:02:00,RECYCLING - SINGLE STREAM,9160,2,2
209824,BALCONES RECYCLING,2017-01-04 16:10:00,RECYCLING - SINGLE STREAM,12320,2,2
330617,HORNSBY BEND,2017-01-04 16:12:00,YARD TRIMMING,6760,3,3
319909,TDS LANDFILL,2017-01-04 16:13:00,GARBAGE COLLECTIONS,14040,1,1
541303,TDS LANDFILL,2017-01-04 16:15:00,GARBAGE COLLECTIONS,20560,1,1
493429,TDS LANDFILL,2017-01-04 16:15:00,GARBAGE COLLECTIONS,11840,1,1
216781,BALCONES RECYCLING,2017-01-04 16:20:00,RECYCLING - SINGLE STREAM,15640,2,2
75197,BALCONES RECYCLING,2017-01-04 16:20:00,RECYCLING - SINGLE STREAM,12420,2,2
494259,BALCONES RECYCLING,2017-01-04 16:22:00,RECYCLING - SINGLE STREAM,12420,2,2
557736,BALCONES RECYCLING,2017-01-04 16:23:00,RECYCLING - SINGLE STREAM,10720,2,2
442923,TDS LANDFILL,2017-01-04 16:30:00,GARBAGE COLLECTIONS,10820,1,1
524610,TDS LANDFILL,2017-01-04 16:30:00,GARBAGE COLLECTIONS,11540,1,1
366345,HORNSBY BEND,2017-01-04 16:33:00,YARD TRIMMING,16200,3,3
402250,HORNSBY BEND,2017-01-04 16:37:00,YARD TRIMMING,4740,3,3
36825,HORNSBY BEND,2017-01-04 16:38:00,YARD TRIMMING,1320,3,3
352511,TDS LANDFILL,2017-01-04 16:38:00,GARBAGE COLLECTIONS,25980,1,1
270649,BALCONES RECYCLING,2017-01-04 16:43:00,RECYCLING - SINGLE STREAM,10640,2,2
274139,BALCONES RECYCLING,2017-01-04 16:45:00,RECYCLING - SINGLE STREAM,7140,2,2
213779,BALCONES RECYCLING,2017-01-04 16:47:00,RECYCLING - SINGLE STREAM,7700,2,2
326248,HORNSBY BEND,2017-01-04 16:47:00,YARD TRIMMING,9080,3,3
209889,TDS LANDFILL,2017-01-04 16:51:00,GARBAGE COLLECTIONS,18740,1,1
109687,TDS LANDFILL,2017-01-04 16:53:00,GARBAGE COLLECTIONS,17900,1,1
148963,HORNSBY BEND,2017-01-04 16:54:00,YARD TRIMMING,8480,3,3
485066,HORNSBY BEND,2017-01-04 16:55:00,YARD TRIMMING,8260,3,3
529635,HORNSBY BEND,2017-01-04 16:56:00,YARD TRIMMING,15260,3,3
486036,HORNSBY BEND,2017-01-04 16:58:00,YARD TRIMMING,14900,3,3
39538,TDS LANDFILL,2017-01-04 16:59:00,GARBAGE COLLECTIONS,15880,1,1
322122,TDS LANDFILL,2017-01-04 17:05:00,GARBAGE COLLECTIONS,20980,1,1
454840,HORNSBY BEND,2017-01-04 17:08:00,YARD TRIMMING,16260,3,3
140872,HORNSBY BEND,2017-01-04 17:09:00,YARD TRIMMING,12460,3,3
555841,TDS LANDFILL,2017-01-04 17:16:00,GARBAGE COLLECTIONS,15960,1,1
6300,TDS LANDFILL,2017-01-04 17:17:00,GARBAGE COLLECTIONS,14860,1,1
378706,HORNSBY BEND,2017-01-04 17:23:00,YARD TRIMMING,11920,3,3
168671,TDS LANDFILL,2017-01-04 17:25:00,GARBAGE COLLECTIONS,18640,1,1
277622,TDS LANDFILL,2017-01-04 17:33:00,GARBAGE COLLECTIONS,15320,1,1
109936,TDS LANDFILL,2017-01-04 17:35:00,GARBAGE COLLECTIONS,13420,1,1
72784,TDS LANDFILL,2017-01-04 17:36:00,GARBAGE COLLECTIONS,15080,1,1
144517,HORNSBY BEND,2017-01-04 17:47:00,YARD TRIMMING,8500,3,3
483009,TDS LANDFILL,2017-01-04 17:50:00,GARBAGE COLLECTIONS,24120,1,1
215505,TDS LANDFILL,2017-01-04 17:52:00,GARBAGE COLLECTIONS,23560,1,1
444018,TDS LANDFILL,2017-01-04 17:57:00,GARBAGE COLLECTIONS,3500,1,1
219052,TDS LANDFILL,2017-01-04 18:19:00,GARBAGE COLLECTIONS,15020,1,1
172277,TDS LANDFILL,2017-01-05 00:00:00,BULK,7040,1,5
356363,TDS LANDFILL,2017-01-05 00:00:00,BULK,5780,1,5
376294,BALCONES RECYCLING,2017-01-05 00:00:00,RECYCLING - SINGLE STREAM,3800,2,2
38982,TDS LANDFILL,2017-01-05 00:00:00,BULK,6780,1,5
3755,BALCONES RECYCLING,2017-01-05 00:00:00,RECYCLING - SINGLE STREAM,11300,2,2
320506,BALCONES RECYCLING,2017-01-05 00:00:00,RECYCLING - SINGLE STREAM,18400,2,2
419061,BALCONES RECYCLING,2017-01-05 00:00:00,RECYCLING - SINGLE STREAM,5250,2,2
203617,TDS LANDFILL,2017-01-05 00:00:00,BULK,9860,1,5
251512,TDS LANDFILL,2017-01-05 00:00:00,BULK,13300,1,5
320668,TDS LANDFILL,2017-01-05 00:00:00,BULK,9080,1,5
23214,HORNSBY BEND,2017-01-05 00:00:00,YARD TRIMMING,13880,3,3
219039,TDS LANDFILL,2017-01-05 00:00:00,DEAD ANIMAL,180,1,7
152665,TDS LANDFILL,2017-01-05 00:00:00,DEAD ANIMAL,160,1,7
129618,BALCONES RECYCLING,2017-01-05 00:00:00,RECYCLING - SINGLE STREAM,18270,2,2
538009,TDS LANDFILL,2017-01-05 00:00:00,BULK,7560,1,5
404646,TDS LANDFILL,2017-01-05 00:00:00,BULK,11840,1,5
483436,TDS LANDFILL,2017-01-05 00:00:00,BULK,6820,1,5
3336,BALCONES RECYCLING,2017-01-05 00:00:00,RECYCLING - SINGLE STREAM,16030,2,2
158358,TDS LANDFILL,2017-01-05 00:00:00,BULK,9500,1,5
311372,BALCONES RECYCLING,2017-01-05 01:26:00,RECYCLING - SINGLE STREAM,6520,2,2
505111,BALCONES RECYCLING,2017-01-05 01:28:00,RECYCLING - SINGLE STREAM,8720,2,2
209355,BALCONES RECYCLING,2017-01-05 01:39:00,RECYCLING - SINGLE STREAM,9200,2,2
255964,BALCONES RECYCLING,2017-01-05 01:45:00,RECYCLING - SINGLE STREAM,11940,2,2
47867,BALCONES RECYCLING,2017-01-05 01:51:00,RECYCLING - SINGLE STREAM,10600,2,2
283021,BALCONES RECYCLING,2017-01-05 02:03:00,RECYCLING - SINGLE STREAM,9520,2,2
